abandon v.放弃
unforeseen adj.未预见到的;意外的
unfriendly adj.不友好的;敌对的
unfrock v.脱去法衣;剥夺圣职
unfurl v.展开;打开
ungovernable adj.难驾驭的;难控制的
ungrateful adj.忘恩负义的;不领情的
unguarded adj.无防备的;不小心的
unguent n.药膏;油膏
unhinge v.使铰链松脱
unholy adj.邪恶的;不神圣的
unicorn n.独角兽;麒麟
unification n.统一;一致
uniform adj.一致的 n.制服
uniformity n.一致;均匀
unify v.统一;使相同
unilateral adj.单方面的;单边的
unimpeachable adj.无可指责的;无瑕疵的
uninhibited adj.无拘无束的;放荡的
uninspired adj.无灵感的;缺乏创造力的
unintelligible adj.难以理解的;不清楚的
unintended adj.非故意的;无意的
uninterrupted adj.不断的;连续的
union n.联合;联盟
unique adj.独特的;独一无二的
unison n.一致;和谐
unit n.单位;单元
unite v.联合;团结
united adj.团结的;统一的
unity n.统一;一致
universal adj.普遍的;通用的
universe n.宇宙;世界
university n.大学;高等学府
unjust adj.不公平的;不公正的
unkempt adj.未修剪的;蓬乱的
unkind adj.不仁慈的;不友好的
unleash v.释放;解开
unlettered adj.未受教育的;文盲的
unlike adj.不同的 prep.和...不同
unlikely adj.不太可能的;不合适的
unlimited adj.无限的;无限制的
unload v.卸货;摆脱
unlucky adj.不幸的;倒霉的
unmake v.取消;撤销
unman v.剥夺男子气概;使成为懦夫
unmarked adj.无标记的;无特色的
unmask v.揭露;暴露
unmatched adj.无敌的;无双的
unnatural adj.不自然的;不近人情的
unnerve v.使失去勇气;使不安
unpack v.打开包裹;卸下
unparalleled adj.无比的;空前的
unpleasant adj.使人不愉快的;讨厌的
unpopular adj.不受欢迎的;不流行的
unprecedented adj.空前的;无前例的
unpredictable adj.无法预测的;不可预料的
unprejudiced adj.无偏见的;公平的
unpretentious adj.不炫耀的;不矫揉造作的
unprincipled adj.无原则的;不道德的
unprofitable adj.无利可图的;无益处的
unprotected adj.无保护的;未受保护的
unravel v.解开;解决
unreal adj.不真实的;不现实的
unrealistic adj.不切实际的;不实在的
unreason n.无理性;失去理智
unreasonable adj.不合理的;过度的
unrelenting adj.不懈的;不屈不挠的
unreliable adj.不可靠的;不可信赖的
unrest n.不安;动荡
unrestrained adj.无节制的;无限制的
unripe adj.未成熟的;未煮过的
unrivaled adj.无敌的;无双的
unroll v.展开;滚动
unruly adj.难驾驭的;不守规矩的
unsaddle v.卸下马鞍;使下马
unscathed adj.未受伤的;未受损害的
unscrupulous adj.无道德的;不择手段的
unseat v.推翻;使下台
unseemly adj.不适当的;不适宜的
unset n.日落 v.日落
unset n.日落;傍晚
unshakable adj.坚定不移的;不可动摇的
unsocial adj.不好社交的;不友好的
unsophisticated adj.未开化的;单纯的
unsought adj.未被寻求的;未被要求的
unsound adj.不健康的;不稳固的
unspeakable adj.难以言表的;说不出口的
unspecific adj.不具体的;不明确的
unstable adj.不稳定的;不稳固的
unstated adj.未声明的;未说明的
unsteady adj.不稳定的;不稳固的
unstop v.停止;阻止
unstoppable adj.无法停止的;不可遏止的
unsubstantial adj.无实质的;不实在的
unsuitable adj.不适当的;不适宜的
unsung adj.未被歌颂的;未被赞扬的
unswerving adj.坚定不移的;不动摇的
untamed adj.未被驯服的;野生的
untenable adj.站不住脚的;守不住的
unthinkable adj.难以想象的;不可思议的
untidy adj.凌乱的;不整洁的
untimely adj.不合时宜的;过早的
untiring adj.不疲倦的;不懈怠的
unto prep.直到;直到
untold adj.未被讲述的;未说出的
untouchable adj.碰不得的;不可接触的
untouched adj.未被触及的;未受影响的
untoward adj.不易控制的;不听话的
untrained adj.未经训练的;未经培养的
untreated adj.未处理的;未治疗的
untried adj.未经试验的;未经审理的
untrue adj.不真实的;不忠实的
untruth n.谎言;不真实
unused adj.未使用的;不习惯的
unusual adj.不寻常的;与众不同的
unveil v.揭开;揭示
unvoiced adj.未发表的;未表达的
unwarranted adj.无根据的;无理由的
unwed adj.未婚的;未结婚的
unwelcome adj.不受欢迎的;不想要的
unwell adj.不舒服的;生病的
unwieldy adj.笨重的;难处理的
unwilling adj.不愿意的;不情愿的
unwind v.放松;解开
unwise adj.不明智的;不聪明的
unwitting adj.不知情的;非故意的
unwonted adj.不寻常的;不习惯的
unworldly adj.非世俗的;超脱的
unworthy adj.不值得的;不配的
unwrap v.解开包装;拆封
up adv.向上;在上
upbringing n.养育;教育
update v.更新;使现代化
upgrade n.升级 v.升级
uphold v.支持;维护
upland n.高地;山区
uplift v.抬起;鼓舞
upon prep.在...上面
upper adj.上部的;较高的
upright adj.直立的;正直的
uprising n.起义;暴动
upset v.扰乱;使心烦
upshot n.结果;要点
upstairs adv.楼上;在上
upstream adv.逆流地;向上游
uptake n.摄取量;接受
up-to-date adj.最新的;现代的
upturn n.好转;上升趋势
upward adj.向上的 adv.向上地
urban adj.城市的;都市的
urge v.敦促;强烈欲望
urgency n.紧急;催促
urgent adj.紧急的;紧迫的
urine n.尿;尿液
urn n.瓮;骨灰瓮
usable adj.可用的;合用的
use n.利用 v.利用
used adj.用过的;二手的
useful adj.有用的;有益的
useless adj.无用的;无效的
usher n.引座员;招待员
usual adj.通常的;平常的
usurp v.篡夺;霸占
usury n.高利贷;放债
utensil n.用具;器具
utilize v.利用;使用
utmost adj.最极度的 n.极限
utter adj.完全的 v.发出
utterance n.发言;说话
vacant adj.空的;未被占用的
vacate v.腾出;撤离
vacation n.假期;休假
vaccination n.接种疫苗
vaccine n.疫苗;菌苗
vacillate v.犹豫;摇摆
vacuum n.真空;空虚
vagabond n.流浪者;游手好闲者
vagrant adj.流浪的 n.流浪者
vague adj.含糊的;不明确的
vain adj.徒劳的;自负的
vainly adv.徒劳地;无效地
valet n.贴身男仆;服务员
valiant adj.勇敢的;英勇的
valiantly adv.勇敢地;英勇地
valley n.谷;流域
valor n.英勇;勇气
valuable adj.贵重的;有价值的
valuation n.评价;估价
value n.价值;估价 v.估价
vampire n.吸血鬼;吸血者
van n.货车;篷车
vandalism n.恣意破坏
vane n.风向标;指示器
vanish v.消失;消散
vanity n.虚荣心;虚荣
vanquish v.征服;克服
vantage n.优势;有利条件
vapid adj.无味的;不感兴趣的
vapor n.水蒸气;烟雾
variable adj.可变的 n.变量
variation n.变化;变体
varied adj.不同的;变化的
variegate v.使多样化;使斑斓
variety n.多样性;种类
various adj.各种各样的;不同的
varnish n.清漆;光泽 v.上清漆
vary v.变化;改变
vascular adj.血管的;含血管的
vase n.花瓶;装饰瓶
vassal n.附庸;封臣
vast adj.广阔的;巨大的
vastly adv.极大地;非常地
vastness n.广阔;广大
vat n.大桶;瓮
vault n.拱顶;地下室
vaulting n.穹顶;跳跃
veal v.揭露;展现
vector n.向量;矢量
veer v.转向;改变方向
vegetable n.蔬菜;植物
vegetarian n.素食者 adj.素食的
vegetation n.植被;植物
vehement adj.激烈的;热烈的
vehicle n.车辆;工具
veil n.面纱;遮蔽物 v.遮蔽
vein n.静脉;纹理
veined adj.有纹理的;有脉络的
vellum n.小牛皮纸;精制犊皮纸
velocity n.速度;速率
velvet n.天鹅绒;天鹅绒
velvety adj.天鹅绒的;柔软的
venal adj.贪污的;受贿的
vendetta n.深仇;宿怨
vendor n.卖主;商人
veneer n.饰面;外表 v.贴面
venerable adj.可敬的;值得尊敬的
veneration n.尊敬;崇敬
venereal adj.性病的;性交的
vengeful adj.复仇心重的;报复的
venom n.毒液;恶意
venomous adj.有毒的;恶意的
vent n.通风口;排放
ventilate v.通风;使空气流通
ventilation n.通风;通气
venturous adj.冒险的;大胆的
venture n.冒险 v.冒险
venue n.地点;发生地
veranda n.阳台;游廊
verb n.动词
verbal adj.口头的;文字的
verbatim adj.逐字的;照字面的
verbiage n.冗长而无聊的话
verbose adj.冗长的;啰嗦的
verbosity n.啰嗦;冗长
verdant adj.青翠的;新鲜的
verdict n.裁决;定论
verge n.边缘 v.接近
verifiable adj.可验证的;确实的
verification n.验证;核实
verify v.证实;证明
veritable adj.真正的;确实的
verity n.真实;真理
vermin n.害虫;寄生虫
vernacular n.本地话;行话
vernal adj.春季的;温暖的
versatile adj.多才多艺的;多功能的
verse n.诗;韵文
versed adj.熟练的;精通的
version n.版本;译文
versus prep.对着;对抗
vertigo n.眩晕;头晕
verve n.热情;精神
vessel n.船;容器
vest n.背心;汗衫
vestige n.遗迹;痕迹
vestige n.遗迹;痕迹
vestment n.官服;法衣
vet n.退伍军人 v.审查
veteran n.老兵;老手
veterinary adj.兽医的 n.兽医
veto n.否决;禁止 v.否决
via prep.通过;经由
viable adj.可行的;能生存的
vibrant adj.振动的;充满生机的
vibrate v.振动;摇摆
vibration n.振动;摆动
vicar n.教区牧师;副牧师
vicarious adj.代理的;间接的
vice n.恶习;缺点
vice versa 反之亦然
vicinity n.附近;邻近
vicious adj.邪恶的;恶意的
victim n.受害者;牺牲品
victorious adj.胜利的;凯旋的
victory n.胜利;成功
video n.视频;录像
vie v.竞争;争夺
vigil n.守夜;警戒
vigilant adj.警惕的;警醒的
vigor n.活力;力量
vigorous adj.有力的;精力充沛的
vile adj.卑鄙的;下贱的
vilify v.诽谤;诋毁
villa n.别墅;大厦
village n.村庄;乡村
villager n.村民;乡下人
vindicate v.辩护;证明...正确
vindication n.辩护;证明
vindictive adj.报复性的;怀恨的
vine n.葡萄树;藤
vinegar n.醋;酸味
vintage n.葡萄收获期;葡萄酒酿造年份
violate v.违反;亵渎
violation n.违反;侵犯
violent adj.暴力的;猛烈的
violet n.紫罗兰;紫色
violin n.小提琴
virgin n.处女;未婚女子
virginal adj.处女的;纯洁的
virility n.男子气概;生殖力
virtue  n.美德;优点
virtuosity n.高超技巧;精湛技艺
virtuoso n.艺术大师;专家
virtuous adj.有美德的;贞洁的
virulence n.恶意;毒力
virulent adj.恶意的;剧毒的
virus n.病毒;病毒性疾病
visa n.签证;许可证
visage n.面貌;面孔
viscosity n.粘度;粘性
viscous adj.粘性的;粘的
vise n.钳子;老虎钳
visibility n.可见性;能见度
visible adj.可见的;看得见的
vision n.视觉;幻想
visionary adj.空想的;有远见的
visit v.访问;参观
visitation n.访问;探望
visitor n.访问者;游客
visor n.帽舌;遮阳板
vista n.远景;展望
vitality n.活力;生命力
vitalization n.激活;刺激
vitalize v.激发;赋予生命
vitally adv.生死攸关地;根本地
vitamin n.维生素;维他命
vitiate v.恶化;腐败
vitriolic adj.刻薄的;腐蚀性的
vituperation n.痛骂;非难
vivacious adj.活泼的;生动的
vivacity n.活泼;生动
vivid adj.生动的;鲜明的
vocabulary n.词汇;词汇量
vocal adj.声音的;歌唱的
vocalist n.声乐家;歌手
vocation n.职业;天职
vociferous adj.大声疾呼的;喧哗的
vogue n.流行;时尚
voice n.声音;发言权
voiceless adj.无声的;无发言权的
void adj.空的 n.空间
volatile adj.挥发性的;不稳定的
volatility n.挥发性;不稳定性
volcanic adj.火山的;猛烈的
volcano n.火山
volition n.意志力;决断力
voluble adj.健谈的;流利的
volley n.齐射;排炮
volt n.伏特（电压单位）
voltage n.电压
volume n.体积;卷
voluminous adj.卷数多的;大量的
voluntarily adv.自愿地;自动地
voluntary adj.自愿的;自发的
volunteer n.志愿者 v.自愿
voluptuous adj.沉溺的;奢侈的
vomit v.呕吐 n.呕吐物
voodoo n.伏都教;巫术
voter n.投票人;选举人
vouch v.保证;担保
voucher n.保证人;凭证
vow n.誓约;誓言 v.发誓
vowel n.元音;元音字母
voyage n.航行;旅行
vulgar adj.粗俗的;通俗的
vulnerable adj.易受伤害的;脆弱的
vulpine adj.狐狸的;狡猾的
wade v.涉水;跋涉
wage n.工资;报酬 v.进行
wager n.赌注;赌物 v.打赌
wages n.工资;报酬
wagon n.四轮马车;运货汽车
wail n.哀号;悲叹声
waist n.腰;腰部
waive v.放弃;让渡
waiver n.放弃;弃权证书
wake v.醒来;唤醒 n.守夜
waken v.醒来;唤醒
walnut n.胡桃;胡桃木
wander v.漫游;偏离
wane v.减少;衰微
waning adj.衰弱的;临终的
wanton adj.放纵的;不拘的
war n.战争;斗争
warble v.用柔和的声音唱歌
ward n.病房;监护
warden n.看守人;管理员
wardrobe n.衣橱;全部服装
warehouse n.仓库;货栈
warfare n.战争;斗争
warlike adj.好战的;战争的
warm adj.温暖的;热情的
warmth n.温暖;热情
warn v.警告;提醒
warning n.警告;预兆
warp v.扭曲;弄歪 n.变形
warpath n.战争
warrant n.保证;根据 v.保证
warranty n.保证;担保
warren n.养兔场;兽穴
warrior n.战士;勇士
wartime n.战争时期
wary adj.谨慎的;小心翼翼的
was v.是（be的过去式）
wash v.洗涤;冲刷
washout n.冲刷;冲垮
wasp n.黄蜂;胡蜂
waste n.浪费 v.浪费
wasteful adj.浪费的;无益的
wasteland n.荒地;荒原
watch v.观看;警戒 n.手表
watchdog n.看门狗;监察人
watchful adj.警惕的;注意的
watchmaker n.钟表制造者
water n.水 v.浇水
waterfront n.码头;海滨
waterproof adj.不透水的;防水的
watt n.瓦特（电功率单位）
wave n.波;波浪 v.挥手
wavelength n.波长;波长
wavy adj.波浪的;波动的
wax n.蜡 v.增大
way n.道路;方法
wayside n.路边;路旁
weak adj.弱的;淡的
weaken v.削弱;变弱
weakness n.弱点;软弱
wealth n.财富;丰富
wealthy adj.富有的 n.财富
weapon n.武器;兵器
wear v.穿着;磨损
weary adj.疲倦的 v.使疲倦
weasel n.黄鼠狼;鼬
weather n.天气 v.风化
weave v.织;编织
weaving n.编织;织品
web n.网;网状物
wed v.结婚;娶
wedding n.婚礼;结合
wedge n.楔子;三角木
Wednesday n.星期三
weed n.杂草 v.除草
weeds n.杂草;乱草
week n.星期;周
weekday n.平日;工作日
weekend n.周末
weekly adj.每周的
weep v.哭泣;流泪
weigh v.称...的重量
weight n.重量;重压
weird adj.古怪的;不寻常的
welcome v.欢迎 n.欢迎
weld v.焊接;使结合
welfare n.福利;幸福
well n.井;源泉
well-advised adj.明智的;考虑周到的
went v.去（go的过去式）
were v.是（are的过去式）
west n.西方 adj.西的
western adj.西方的;西部的
wet adj.湿的;下雨的
whack n.重击;尝试
whale n.鲸鱼
wharf n.码头;停泊所
what pron.什么;多么
whatever pron.无论什么
whatsoever adv.一点儿也不忘
wheat n.小麦;小麦色
wheel n.轮;车轮
where adv.在哪里
whereabouts adv.在哪里;大约
whereas conj.然而;但是
whereby adv.借以;靠哪个
wherefore adv.为什么
wherein adv.在哪里
whereupon conj.于是;鉴于
wherever conj.无论在哪里
wherewith adv.用什么东西
wherewithal n.手段;工具
whet v.刺激;磨快
whether conj.是否
which pron.哪一个;哪一些
whichever pron.无论哪一个
while conj.当...的时候
whilst conj.在...的时候
whip n.鞭子 v.鞭打
whirl v.旋转;急转
whisk v.搅打;拂
whisper v.耳语;低语
whistle n.口哨;汽笛
white n.白色 adj.白的
whiten v.漂白;变白
whitewash v.粉刷;掩饰
whittle v.削;削减
whiz v.呼呼声;疾驰而过
who pron.谁
whoever pron.无论谁
